skill_id,doc_node_value,skill_type
KSY2NK8QWXLZM2G6COT6,source code,Hard Skill
KS1257G62V8N1RFHMNLL,intellectual property,Hard Skill
KS122PW6BP01NZ6QBX7G,data reduction,Hard Skill
ES9320CF9A1D6E98E7DA,academic paper,Hard Skill
KSTNQ3177C5F5KA1ZE8X,ta lib,Hard Skill
KS121TN79MJ613Y45B5V,technical analysis,Hard Skill
KS123YC5Y2TSVJJH3SCW,financial instrument,Hard Skill
KS121CX6YBTQW93HCZQM,venture capital,Hard Skill
KS123YM6QH0P3V9CZCDP,financial trading,Hard Skill
KS1264Z76VQV2ZW2MB02,market analysis,Hard Skill
KS122LL66B0RRMQWFNW6,custom software,Hard Skill
KS125BD6LRLXQN2CPNS3,investment decision,Hard Skill
KS122LD68XKMGFBYPDDG,current asset,Hard Skill
KS126W0795QSLZ0QZVW3,natural science,Hard Skill
KS125TY6XNY5YMY7S1NC,life science,Hard Skill
ES46923913EBF2438BDF,network infrastructure,Hard Skill
ESB286573053208BD138,self discipline,Soft Skill
KS124886WD2H4D0Z3VQ3,gene therapy,Hard Skill
KS441036Q8YQ0P81GPB0,strategic partnership,Hard Skill
KS122F96DJHT3ZXB8FCZ,training and development,Soft Skill
KS441JK74K5Y3HYRK962,trend analysis,Hard Skill
KS1254G739VBXHP430DV,information management,Hard Skill
ES4217A25865586D9FF7,strategic roadmap,Hard Skill
ES1FB08A257DDD5C0625,project proposal,Hard Skill
KS1222G6RD9GBB7Q6FY5,code review,Hard Skill
KS122J76TK2KYM5FT2F3,design review,Hard Skill
KS122TN6QW0F40J15TTM,demand forecasting,Hard Skill
KS1229T6LN87KTDQX2B6,heavy equipment,Hard Skill
KS122W26SKGLZJ2KLF5M,project planning,Hard Skill
KS1254X69LG4FKGTZVN5,technology strategy,Hard Skill
KS121Z2775J1MHNJ03HM,client service,Hard Skill
KS127PD6HS17M78HDZHH,performance measurement,Hard Skill
KS441ZY6P0PDB5DWTRB8,web application,Hard Skill
KS4429P67QXNQL84KM15,CMS,Hard Skill
KS1215W6KX5FJ424LC7W,brain computer interface,Hard Skill
KS1258874RZ8X0FTWM12,interface technology,Hard Skill
KS120LH6DHTBJYVLFKB3,electrical engineering,Hard Skill
KS7G8DK73V87ZZQSFQZJ,real time system,Hard Skill
ESFF6FC6EEE083A0AF63,IAM,Hard Skill
KS127J06MWW1FWXY62FN,package delivery,Hard Skill
ES9D789639C2386E1EFA,net promoter score,Hard Skill
KS440BD5WPRCNQ6SX3J1,on time performance,Hard Skill
KS440PV6H6S2F16NLXYF,social network,Hard Skill
KS121X162HCPYDKJT1QP,network analysis,Hard Skill
KS7FSMMEU09WNU0ZGUXF,facebook insight,Hard Skill
KS128866SHL94J005TTG,quality assurance,Soft Skill
ES7A5D0AD38AB0F9D6C6,product requirement,Hard Skill
ES9B8332CCF22C5AEA4D,google meet,Hard Skill
KS1263K71W66XVVGKG2F,preventive maintenance,Hard Skill
ES49084C7DED5541D2EB,client education,Hard Skill
KS122VX723B3JWX0KQD3,desktop support,Hard Skill
KS12642691KYJXP5ZRDQ,management development,Hard Skill
ESAF834A5A6F8575AB20,quality monitoring,Hard Skill
ES86C12B1AA904C0F35F,analytical thinking,Hard Skill
KS124FL6GWCMFC3TJT5T,protocol buffer,Hard Skill
KS440C365HRHPM9VQDFF,supply chain management,Hard Skill
KS685WP6F6NWNGF4YVD3,warehouse management,Hard Skill
KS126DD6P20BDTT3QHF3,warehouse management system,Hard Skill
KS1264669X43NJFLT6SN,management system,Hard Skill
ES1E6EFF7F7429763B50,credit risk,Hard Skill
KS440BS6DPR9JGN0FDHG,scientific computing,Hard Skill
ES29C56D2465C253FC1D,cross functional collaboration,Hard Skill
KS1256W6MPKRNM11QMPM,marketing strategy,Hard Skill
KS4403G6XNX5KJSD906W,risk analysis,Hard Skill
ESEE2FE3695A215DC6DC,need assessment,Hard Skill
KS1219C6H7WPGF68WB78,business technology,Hard Skill
KS1267472X5L5ZPZKKGP,mathematical modeling,Hard Skill
KSFJJIL89YQCKZ4VQL9K,quality drive,Soft Skill
ESCA20E43F8CF426D784,user research,Hard Skill
KS126FN71XVM1PW06M54,research methodology,Hard Skill
KS124185YLQVDB991J8N,focus group,Hard Skill
KS1246R60SS35YQ0S30N,gap analysis,Hard Skill
KSRGLA2SD4T20RIP6ORS,on prem,Hard Skill
KS1219B681X3J9MK0KPH,business system,Hard Skill
KS122P378DGNVX4NKQKN,data governance,Hard Skill
KS1217P66NK6BW72M9FH,customer relationship management,Hard Skill
KS122BM7899YNC6504SP,content management,Hard Skill
KS123R9760JNXQ2T3266,experimental datum,Hard Skill
KS120Z470N04DCZV5SSD,mental health,Hard Skill
KS123K0777B87JF9GDYY,engineer economic,Hard Skill
KS123KB5WN9V19HC7QTY,military service,Hard Skill
ES768C99B85C11CB2850,analytical testing,Hard Skill
KS1282T6Q5K730ZTFM2W,product testing,Hard Skill
ES32C0E94AFC9C08A0E0,material science,Hard Skill
ESED820E6065D9AA8D6F,self motivation,Soft Skill
ES15AEA4E1FF0B552CE3,GLP,Hard Skill
KSWQERN2UL44BYZN2VF2,creative strategy,Hard Skill
KS1228G6YYT0JZND3RX0,condition base maintenance,Hard Skill
KS122VN6PXLVQXP4ZP9Q,design thinking,Hard Skill
KSICK7SB8UCJZ5HVZUPF,work quickly,Soft Skill
KS128HT60X219B2WR2TF,reliability center maintenance,Hard Skill
KS440XG653B0ZK3926JF,stakeholder engagement,Hard Skill
KS4418L74Z9QTG7YLF57,technical report,Hard Skill
KS4421L75J0JQ0VFQZGK,weibull distribution,Hard Skill
KS1282Z79SMZM4TBF3QJ,productivity software,Hard Skill
ESB3C965DAF0075A5C19,ensemble method,Hard Skill
KS1211J6MKR5576YFWP1,medical research,Hard Skill
KS121986J2SBJ8Z76D73,business science,Hard Skill
KS12361686MYH1PBKFFH,drug discovery,Hard Skill
KS1236170NK4PC0BYFSG,drug development,Hard Skill
ES832D5A4A82C0C5C93D,project scope,Hard Skill
ES36BB7D95D0BF489852,intellectual curiosity,Soft Skill
KS122NQ6YXFQ2WCWT11F,data center,Hard Skill
KS7G05V6LRKY1PMN9GQG,anti money laundering,Hard Skill
KSLQ3LO5GJMDVND73K8X,performance monitor,Hard Skill
KS125B9765PJ54Y9STP1,investment banking,Hard Skill
KS120WV6DZVT0DGYT4S4,banking service,Hard Skill
KS123YK6D01PTFBKT8NY,financial risk management,Hard Skill
KS125ZB6BWF5RY40BH1B,risk management,Hard Skill
KS4403M6G36JQNJ4BT9Z,risk governance,Hard Skill
KS1261W6S12LL9NC21GQ,mechanical engineering,Hard Skill
KS123Y86V2WGML5T0P44,financial engineering,Hard Skill
ESECA2A4B6CE3F728B24,crime prevention,Hard Skill
KS4425C6ZM53B0RZCD8Y,write english,Soft Skill
KS1265F6HQJ2KFBS4F95,market risk,Hard Skill
KS127CL6X4QFQJBVRK85,operational risk,Hard Skill
KS1281C73FXGDNDDGLHC,wealth management,Hard Skill
ES878F0FB4E69F0A6ED5,CCAR,Hard Skill
KS122VF64TY91WWJMWFS,design code,Hard Skill
KS120B874P2P6BK1MQ0T,agile methodology,Hard Skill
KS440DW78N8604MSMNCC,security awareness,Hard Skill
KS127MC6FMH3R4C3N5PZ,PCI,Hard Skill
KS440WB6JXXD43XXP1GJ,SSIS,Hard Skill
KS1282M5W0LX8GL33QBQ,product line,Hard Skill
KS122LZ73LBCYNVBL9N7,customer retention,Hard Skill
ES982FDA4CA23E7A3D3F,datum storytelling,Hard Skill
KSBRPJ9XVTA34DLKTQBG,custom event,Hard Skill
KS124F463KMJQGJ9DGGV,google analytic,Hard Skill
KS120ZG5Z4HL47QBVR0X,benefit administration,Hard Skill
KS124MN6480FZQZYDF7Q,health administration,Hard Skill
KS4418877WW06JL2XBNJ,technical writing,Hard Skill
KS1282K5ZT9JLWWFMNW7,product lifecycle,Hard Skill
KS125TW6GPKHZ1GYKX89,product lifecycle management,Hard Skill
KS121T569X502KJPS0F3,change management,Hard Skill
KS127J077N6893PNW9V5,package development process,Hard Skill
KS1241J6PC0N3DT65QG8,food safety,Hard Skill
KS1289C77QBFVS06FR9G,quality policy,Hard Skill
KS127N2637T8JFYN4JTS,product datum management,Hard Skill
KS1245B6GVGRZ9X79JHD,functional training,Hard Skill
KS128GR6L2GV6ZMWBF1S,refresher training,Hard Skill
KS440HJ6FYQ188FVPN3F,service orientation,Soft Skill
ES4F854A3B88ACB1C5A6,food science,Hard Skill
KS440DW606CXSDLH6WPV,security administration,Hard Skill
KS9NT5AUVUUWK4EN32ZU,business sense,Hard Skill
KS1203C6NR11FH9MPS71,peer review,Hard Skill
KS121YS72QSKCFNMLW1Q,clean technology,Hard Skill
KS1258C6LQ2LJHNXP5MP,internal documentation,Hard Skill
KS123LB6XZYR844HMWHH,environmental science,Hard Skill
KS122PM76DCYL9WC89Y7,data modeling,Hard Skill
KS7G7VR6YH8GPD094D20,non profit organization,Hard Skill
KS440BR710QVJ4TD04XG,scientific literature,Hard Skill
ES692330DC9B3DAE9668,risk analytic,Hard Skill
KS1248M69Z000QNBHF5P,liability insurance,Hard Skill
KS50VMS8DJHB8YCAO912,user role,Hard Skill
KS122P86NZFH1GP38G15,data integrity,Hard Skill
KS1282Z69X0BW8CXTPXH,production system,Hard Skill
KS1226L74LRWVHV58M4N,compliance requirement,Hard Skill
ESA6B15AAD6287C0B5C8,site reliability engineering,Hard Skill
KS128HT66NYF105NG84T,reliability engineering,Hard Skill
KS1275Z6908VHW76FRXH,object orient programming,Hard Skill
KS1278V6VYP90VF3YF1C,object orient programming language,Hard Skill
KS7G8GT6FMX6NJ5BWKF0,workplace safety,Hard Skill
KS1225H6XJQCQMMZ5HCK,natural resource management,Hard Skill
KS1256M78N8Z48MGCYPP,integral calculus,Hard Skill
KS1240V680B25PSB7Q3K,fluid mechanic,Hard Skill
KS124NC6WLH77728R3RB,heat transfer,Hard Skill
KS440FK71FB9FG86QCRS,soil mechanic,Hard Skill
KS126776FXDTLRYB0CV2,mathematical science,Hard Skill
ES5FEC2566BD7E320E36,physical science,Hard Skill
KS440BT70JLZ0S3CNBGC,scientific study,Hard Skill
KS1249Z6TKYVJQ4FTJJK,geological survey,Hard Skill
KS125Z861SBD5N9ZW3T0,long term care,Hard Skill
KS125Z868DVX9SFT6XHN,long term care insurance,Hard Skill
KS122B568MKWX1K9STGP,customer engagement,Hard Skill
KS1254G6G89PXGK6Z617,information infrastructure,Hard Skill
ES2EC8932A157A788D11,action orient,Soft Skill
KS122PJ6F83G6D8XWHQN,datum mart,Hard Skill
KS122P76RK0FDFPLR32K,data integration,Hard Skill
KS127B26P1TJ2Q6X6VNB,open access,Hard Skill
KSAX11W5X1N5MG072JDV,text classification,Hard Skill
KS126XH6P88H3G6N5DC8,name entity recognition,Hard Skill
ESEFC16BE5818C2E78BF,azure databrick,Hard Skill
ESB856D0E5C4EFC8D884,azure blob storage,Hard Skill
KS441LY691MT0N689MWR,user interface,Hard Skill
KS122LT704SSN8FFW3T4,customer insight,Hard Skill
KS122NM6B8TWBGL2X18F,data architecture,Hard Skill
KS440JQ6CH2PLBZVTYLV,shell script,Hard Skill
KS120L866C4LTQ8RHV2M,computing platform,Hard Skill
KS120GQ6LW2965CLHJ55,analytic application,Hard Skill
KS125GT64M8XN9DZRM05,java collection framework,Hard Skill
KS125W36S8V5XQYVS71H,linux command,Hard Skill
KS125HH5XDBPZT3RFGZZ,spring framework,Hard Skill
KS440RW6M035NGGH4ZBC,solution architecture,Hard Skill
KS1218H6G7L52VTL6FC0,business concept,Hard Skill
KS1281W75W47W0HY5QKT,process capability,Hard Skill
KS7G37G75D33QNPBVLNF,health and human service,Hard Skill
KS124VM6SRCQVPJWHY2N,human service,Hard Skill
KS44241613XS4PFB9NNS,wireless communication,Soft Skill
ES50E1CBF4827F546541,virtual reality,Hard Skill
KS4410F6SF4NC1L4YN22,data stream,Hard Skill
KS1262461WCYHBPTT2NB,machine vision,Hard Skill
KS127CJ62V6QJ0RVM5YK,service life,Hard Skill
KS1206G7604VC40TDTF9,life coaching,Hard Skill
KS122727796PJP78291J,computational chemistry,Hard Skill
KS120XL6HX555H7RWKNV,fundamental science,Hard Skill
KS1253W6N7B22L0ZD773,infectious disease,Hard Skill
KS121VB6VCWKGL8K7HM5,chemical structure,Hard Skill
KS4410P6KZJT1WBPC0VH,structural biology,Hard Skill
ESD01C481E39EFBF2C84,collaborative research,Hard Skill
KS126B372ZDNLXC4YCQW,medicinal chemistry,Hard Skill
KS126P377WHPLPF60TQQ,molecular mechanic,Hard Skill
KS126P361WP1P5C9TDTL,molecular dynamic,Hard Skill
KS442536FBRQWGL11F4S,workplace relationship,Hard Skill
KS440H873RW906B7R308,service orient architecture,Hard Skill
KS120KY6S8N6WRLSSZL2,application architecture,Hard Skill
ES4A18C16B6EB1093CB8,cloud host,Hard Skill
KS121ZT69B93MMXHS2N8,clinical research,Hard Skill
KS5MEGZXDVCTSGPQM84T,monitor result,Hard Skill
KS1219875SHHKTPG2LVV,business statistic,Hard Skill
KS1205H6HZDXGDV2R0QZ,active listening,Soft Skill
KS123HL75PX38KTJXYKJ,emotional intelligence,Hard Skill
KS4420P6FZGKZVHMQ49C,web traffic,Hard Skill
KS123P673QH23M3J84KR,e tool,Hard Skill
KS1258V6DQN98LBHNWP7,ip address,Hard Skill
KS7G28164TD96L8QYZN3,export administration regulation,Hard Skill
KS122S376PFTXNQHGQTY,sign language,Soft Skill
KS1233B5ZM8NXHD4NGQX,DNS,Hard Skill
KS128376S3JHN6DSR8G3,professional development program,Hard Skill
ESE7CF2084EE07193255,microsoft team,Hard Skill
KS6J3XWZEB5IQYXJE27M,docker container,Hard Skill
ESB04BCB6189A2CB271E,digital literacy,Hard Skill
KSMQS1L3HKULWBUVN493,concept analysis,Hard Skill
KS122CS6VVDJ1FYVYVLJ,control system,Hard Skill
KS1227F6831KK9NBB875,computer programming,Hard Skill
KS122FY73SVQX6J22KR1,learn management system,Hard Skill
KS124MS707JN8LTR9227,health equity,Hard Skill
KS123HX6YG0PPBXV3922,performance management,Hard Skill
KS126536RHBZ6PV5KDQF,market datum,Hard Skill
KS125FK738TZFWZ81H8D,pdf,Hard Skill
KS440Y96RL7Q6HH3RK6M,statistical theory,Hard Skill
ES4641DF36ABFE0873BE,healthcare analytic,Hard Skill
KS1248K6XCVJ0GKXW884,general insurance,Hard Skill
KS6BHUUCL5070F9M86BZ,regulatory filing,Hard Skill
KS125RW6ZWZ8DLT13SNR,leadership development,Soft Skill
KS441V16GMHBGBPNZ9H8,virtual training,Hard Skill
KS120KZ6XYYK7QL2B09G,employment application,Hard Skill
KS125NC72PG02V0MH1WQ,knowledge base,Hard Skill
KS126715Z9S8GQS26C32,mathematical analysis,Hard Skill
KS440SJ6R7B9M5XMRRZL,source datum,Hard Skill
KS1265N6R0G990ML8WYR,marketing optimization,Hard Skill
KS4AMT5PU1RX8YQEUJF9,recommendation engine,Hard Skill
KS125QC6C8B0KV5XXJQ5,language model,Hard Skill
KS120Y3643D9NDJZ3JK4,bayesian inference,Hard Skill
KS7G7196P0QKQLD84TVL,BERT,Hard Skill
KS126746SDNSZ1SRYGQG,mathematical logic,Hard Skill
KS1219261TYVPMGX8KVQ,strategic planning,Hard Skill
KS4401967TXYW7DXV8QX,resource allocation,Hard Skill
KS7G0MR67M0BRYR44YDM,MBA,Certification
KS120LK6F82V89VT9717,apply research,Hard Skill
KS440PV6FRJ90X0QFNLY,social medium,Soft Skill
KS120MP79GW8BCFBGT93,archival research,Hard Skill
KS8BEQTZC350RBPS03RB,topic model,Hard Skill
KS1258B6FBG9B2CQ169N,internal auditing,Hard Skill
KS4415L792L4Q9C0027N,system programming,Hard Skill
KS127Y375WMJ2WBJ98LC,population health,Hard Skill
ESE4C13DE2897039F510,value base care,Hard Skill
KS3QIRYUA4CSUEAMH6HV,development review,Hard Skill
KS128HP65N6N70YV5ZM7,relationship building,Hard Skill
ESD329DFE7AF20305B61,warehouse operation,Hard Skill
KS1203R6JC91PDX5GZ72,assistive technology,Hard Skill
KS122NV76966P55MV6WD,data discovery,Hard Skill
KS1218M69Q71VLCK1G8L,business economic,Hard Skill
KS122R86MPP4FW04XD7V,db2 sql,Hard Skill
KS121F45VPV8C9W3QFYH,CSS,Hard Skill
KS121ZF6KK8Y7631WCXZ,clinical decision support,Hard Skill
KS1210L6DM96QKG1XM3Z,biomedical engineering,Hard Skill
KS1255S65KDM9SZRT23W,insider threat,Hard Skill
KS126755XK9S0D0BK899,mathematical optimization,Hard Skill
KS441VK66YJV4G78XS1N,visual analytic,Hard Skill
KS122F75Y533WSSJ4HR5,corporate security,Hard Skill
KS122MK65TBR6RDBZL1P,cyber security,Hard Skill
KS1223R6YF6S4GSWCBQT,collective bargaining,Hard Skill
KS124N174QQYDQBH1JW0,health risk,Hard Skill
KS1283D6V01GSKVQW2XT,professional responsibility,Hard Skill
KS127QQ62ZXT962XCWWL,pet insurance,Hard Skill
KS127Q06HMXMGBX8FY8R,personal finance,Hard Skill
KS122SD66KNZDYPQ005H,debt consolidation,Hard Skill
ESC5D43299E32C5B42AD,enterprise risk management,Hard Skill
KS127NP6PY9GM1BTM9V9,pension fund,Hard Skill
KS128D86HFQZWP7ZZY3H,raw datum,Hard Skill
KS122VN6N4PMB4S21FT5,design technology,Hard Skill
KS1276T5ZVB4Q66TM92D,operational datum store,Hard Skill
KS1218R6R6HYPC4V8GPP,management information system,Hard Skill
KS126445XGB6QSWCDCY2,management process,Hard Skill
KS1227Q6JV6422C87ZWJ,image analysis,Hard Skill
KS124GY6NTR3LHSVW3WZ,graph theory,Hard Skill
KS121CT6FM1ZSBV1XL13,capital allocation,Hard Skill
KS7G2WS6RZ02SB93Y7QM,quality procedure,Hard Skill
KS126SZ6KFR4VZXT7MZS,multivariate statistic,Hard Skill
KS123RH6J10KLB7SWHZM,factor analysis,Hard Skill
KS1219F6V9C0LTDW4QTF,business writing,Hard Skill
KS125MK6L8XN70ZS40ZY,key performance indicator,Hard Skill
ES8CF1DC51EE296520FF,social listening,Hard Skill
KS124MQ65KQQNF255D1W,self care,Hard Skill
KS120L5640J24RVZ081T,business logic,Hard Skill
KS7G0XG6RN0CVG9FWMRZ,qualitative analysis,Hard Skill
KS126TP6YZZXY36P3F3M,mutual fund,Hard Skill
ESC5FF3E26FCA36BEF37,corporate development,Hard Skill
KS123Y170JP7JBSFVBSS,financial management,Hard Skill
KS7G5HS5YGQLB947FP1P,diversity program,Hard Skill
KS123285XWQS1TVY0YJ4,diversity awareness,Soft Skill
KSSHV35JS8ALRTU4TALI,physical design,Hard Skill
ESB4C707E98B551DE4A2,variance analysis,Hard Skill
KS122SX6B3JDJHY06S6N,de duplication,Hard Skill
KS122V476R907X5ZRBX7,depth perception,Soft Skill
KS440HB6R9M0RQZFFWYZ,service delivery,Hard Skill
KS1286Z5XZ2SWSL0NST1,public law,Hard Skill
KS122SL787WBFLV2T3DS,decision support system,Hard Skill
KS1211C68YBH9YHFRG88,science education,Hard Skill
KS125VF76P4FXDVFFBPJ,linear algebra,Hard Skill
KS4LL1EBNO7YQ6BSVNIW,reinforcement learning,Hard Skill
KS1242W6WZHT2P32ZPPS,fourier transform,Hard Skill
KS1283M6LNT6VKMCDKWR,profitable growth,Hard Skill
KS7G1GV6Y0RQG20SC662,GPU,Hard Skill
KS1283R6BBX34S61XLQS,software architecture,Hard Skill
KS6IKJI01W6JVQPVQJTR,deal with ambiguity,Soft Skill
KS122DS6JT5Q8YMCXC26,core service,Hard Skill
KSBRBX3H9SVXZI61OX71,state machine,Hard Skill
KS0UHNE4TX1ZHNLHCRQZ,service account,Hard Skill
KSFJRPQN2KI79W0X0BU6,personal integrity,Soft Skill
KS128HF6HV6ZFR1RR2GC,regulatory requirement,Hard Skill
KSN6O84XLTXKKM98WFC1,real time datum,Hard Skill
KS1265G69GQZ33ZXGMDP,market value,Hard Skill
KS126PF6BHPXCKBVQS8B,money management,Hard Skill
KS126N2706GTMLNMJPKR,mobile banking,Hard Skill
KSZ61G2PSJVHHYDCWD9V,amazon redshift,Hard Skill
ES39A67F403EB3EAAF1A,microsoft 365,Hard Skill
ESA07914D9F3E9C3BE7F,threat detection,Hard Skill
KS123H8759405VLYXGLP,incident response,Hard Skill
KS120DY6FXSSF381HZX4,alternative education,Hard Skill
KSRP4NV7QK83NH8RH8LV,request form,Hard Skill
KSP91W826T1V55BUX8DT,user generate content,Hard Skill
ES93374D273ED49FAFEA,google sheet,Hard Skill
KS122NP6Q1WTCX2CYC2J,database management system,Hard Skill
KS7G38668RVDL4ZLSKTP,search optimization,Hard Skill
KS7G7TD6YK4NQQ0PPWV8,facial recognition,Hard Skill
KS4421Z6MQD3BS2M1VTG,white paper,Hard Skill
ES6D509E2EEF4C312414,organizational change,Hard Skill
KS4415Q73VS3SSZ1Q4VN,system support,Hard Skill
KS4402F66J9HZD36N95F,revenue stream,Hard Skill
KSL1KN8N0QBOUW5WSHIR,people service,Hard Skill
KS122W867PQYM4N75YWR,development environment,Hard Skill
KS1280P5WGZJZFBG3HKG,primary care,Hard Skill
KS441PQ64HT13P34T8T5,user story,Hard Skill
KS120ST66K9HBSZ7MPS3,test automation,Hard Skill
KS123J16QW89YGTG9GGL,employee stock option,Hard Skill
ES5515E43EB7FBC6BB6A,financial technology,Hard Skill
KS122MK7712JYRBBQY0G,digital currency,Hard Skill
KS123Y56BJ5RWDQLYD5K,financial system,Hard Skill
KS123B46XF98CXBLLZH0,economic system,Hard Skill
ES886154C56DD7EB0AFF,constructive feedback,Soft Skill
KS122Y2690XG35MVZ4N1,digital asset,Hard Skill
KS2MF0PKLNOMTDBZ0S7Q,strategy execution,Hard Skill
KS1226L6XYT1N27WRYJM,regulatory compliance,Hard Skill
KSNMEIW9D72MAT5MH5D8,build tool,Hard Skill
KSL1JD280HJMLL6K1D6E,production code,Hard Skill
ES76885391843027C724,amazon athena,Hard Skill
KSN97GEUHPNGNAQFDCGY,apache kafka,Hard Skill
KS1203Q5Z029L6G5T9SD,physical therapy,Hard Skill
KS1224T5XHDJFB8XJJV7,commercial finance,Hard Skill
KS123ZN79SWZMGRND27K,core product,Hard Skill
KS9DR3NESI5Z6N8MMD02,beverage product,Hard Skill
ES5050E3D4724E2D5740,data interface,Hard Skill
KS122F377FV66S5LZS9T,corporate governance,Hard Skill
KS440VY6ND0ZPW2DXDSP,store procedure,Hard Skill
KS440Y2753B5W026NRP1,computational statistic,Hard Skill
KS126395Y63GC7795P8B,online pharmacy,Hard Skill
KS1MWPN05T5QC79NVBQL,user define function,Hard Skill
KS440NM6N05DM8TSV6QZ,mobile app,Hard Skill
KSM5V7KXEHBFH9QWC8KI,household product,Hard Skill
KS123TJ66FKBYSMKGZL3,family planning,Hard Skill
KS4415M72CCMK2LBKYY0,system requirement,Hard Skill
KS1225N6R4M64Z082XLZ,public health,Hard Skill
KS1274Z6STKZ9KD27TZL,nursing informatic,Hard Skill
KS1276P704XQ8MKFKCBS,open database connectivity,Hard Skill
KS125025Z8ZHJCJMPF7T,identity and access management,Hard Skill
KS4413Q6MBGFCJV0LXC5,support vector machine,Hard Skill
KST35QF1Y4VQ7IK9GTMG,q learn,Hard Skill
KS120Z66G2TFTTDB11W5,behavioral pattern,Hard Skill
KS441BC5YT1GQ4HXZ09S,test datum,Hard Skill
KS125R467HSMPWMRXWNB,law enforcement,Hard Skill
KS7XETJMZTTE8HS4J7SL,data ingestion,Hard Skill
ES8A0A487FBEBB0FD7AC,biomedical informatic,Hard Skill
KS4414Y6J5XFWBWXTMTQ,synthetic biology,Hard Skill
KS125S56Y4CXSJHQHCZJ,learn platform,Hard Skill
KS1254K62MTNV5G4P1J0,information retrieval,Hard Skill
KS125MQ674DTXXLKXQBN,search algorithm,Hard Skill
KS440PY6J2365XD540J3,social skill,Soft Skill
KS441QM63C04S4BTT4WP,value chain,Hard Skill
KS120PJ60CD8SQ4FT4SG,asset class,Hard Skill
KS121FJ73Y72V62WS2SG,casualty insurance,Hard Skill
KS123XF7465NJ9X1Z90F,file format,Hard Skill
KS123FK6M3CFP7VC1NDL,payment system,Hard Skill
KS128556VNHCHGMDXS65,proprietary hardware,Hard Skill
KS125B569R313XT23LHY,inventory management,Hard Skill
KS1265D6RGJL2Y4J6V5B,market research,Hard Skill
KS39HAKE2N5A9D5QMME5,voice technology,Hard Skill
ESBD03499053871E7AD9,speech synthesis,Hard Skill
KS440V56S5WH36NBGN4H,speech technology,Hard Skill
KS1253D6CZGLPJ3CKG8V,block design,Hard Skill
ESC623CAB398E2F3AEF5,composite design,Hard Skill
KS4407F6YY6SBS730MJ8,sale process,Hard Skill
KS125Z76874GT254LQK4,LOINC,Hard Skill
KS123F85VPD85NL7Q02J,electronic datum capture,Hard Skill
KS126BH6M2VWV4SK4YLP,medical management,Hard Skill
KS121ZB72VJBD7GJSJBL,clinical datum management,Hard Skill
KS128706027ZKKJKHN29,public policy,Hard Skill
KS122VJ66K0BC0TDLKHS,design method,Hard Skill
KSWV23J5W4F1T2N7C0NR,behavioral health,Hard Skill
ES3FE972B564426E4D97,atlas ti,Hard Skill
KS7G2GM62KYJPC8Z8JBC,comparative analysis,Hard Skill
KS123QD780L8N96VD1RM,excel pivot table and chart,Hard Skill
ESA16D4A95CF6A5F4185,patient monitoring,Hard Skill
KS4JKCA38HSBEZORSKQQ,manage code,Hard Skill
KS1289C6QS0TSSB4PNGG,quality management,Hard Skill
KS12027766237GNG6G37,quality management system,Hard Skill
KS122YH6N9STGC0DSS49,digital image,Hard Skill
KS440Y771VPHLT2VFX6J,statistical signal processing,Hard Skill
KS1288Q6YY1PWX350BK6,QMS,Hard Skill
ESE9A5EA351168192BD9,supply chain optimization,Hard Skill
KS122757240ZK4SJHH6G,computational mathematic,Hard Skill
KS7G6T86QZM5L38D09JH,requirement specification,Hard Skill
ESEF6CBFE27C71B28816,goal set,Soft Skill
KS4OD7PHXBHVN34RK9N8,google tag manager,Hard Skill
KS122NS6ZXC3WVSSSW2H,data consistency,Hard Skill
KS127LF6GXGFC2VQMXYV,patent application,Hard Skill
KS126Z76V8G0YS6Z65M3,network element,Hard Skill
KS123BR684VC47WRLCX2,edge device,Hard Skill
KSUNORYVQGTP6GEKWFIL,stream processing,Hard Skill
KS120XV74W7MKQ7XB78N,batch processing,Hard Skill
KS441075WGFJJ4GRFG2Q,strategic thinking,Soft Skill
ES8E36C07FC9A2BCEE10,sustainability report,Hard Skill
KS4409L649XHZQCBX3S8,sas stat,Hard Skill
ESCA1FD1C3C4F2DF7A5B,sas macro,Hard Skill
KS126RH61WL46MQJJW1X,ADAM,Hard Skill
